imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification,releaseyear,month,day
tt12695338,0.0,/7XR1J9zW993pdWLwXXyfsJY8fGR.jpg,,0.0,"[{'id': 27, 'name': 'Horror'}]",,783061.0,en,All American Massacre,"Incarcerated for over twenty-four years in solitary at a Texas State Psychiatric Hospital, one of the most notorious serial killers of the past century, Chop Top Sawyer, is interviewed by a tabloid news crew. Recalling fond memories of happier times, we flashback to the '70s and get a ""taste"" of life during one fateful evening for four youths encountering his hospitality as we join him for an over-the-top killing spree. As the interview winds to a close the crew get more than they bargained for as they experience what is to be the last in a long line of these all american massacres.",2.059,/awChGrrNgD6XcYU8nZUVhjvXvdI.jpg,"[{'id': 194569, 'logo_path': None, 'name': 'Phosphor Films', 'origin_country': ''}, {'id': 194570, 'logo_path': None, 'name': 'Serial Filmakers Inc', 'origin_country': ''}, {'id': 194571, 'logo_path': None, 'name': 'Abominable Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-01-01,0.0,60.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,No One Will Survive,All American Massacre,0.0,0.0,0.0,NR,2000,1,1
tt8795764,0.0,,,0.0,"[{'id': 27, 'name': 'Horror'}]",https://www.utahwolf.com/films/coming-soon-new-breed,871624.0,en,New Breed,"Derek gets sucked into a gothic cult that turns out to be vampires. As a vampire now, he must figure out who he is and what side he serves. In the end will he be good or bad?",0.6000000000000001,/goddglRmgDgQuo9tlMdoeeHlRfX.jpg,"[{'id': 133614, 'logo_path': None, 'name': 'Wolf Productions UT', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-01,0.0,57.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,New Breed,0.0,0.0,0.0,NR,2001,1,1
tt1485691,0.0,,,0.0,"[{'id': 27, 'name': 'Horror'}]",,406849.0,en,Charm,"Underground filmmakers Sarah Reed and Sadie Shaw make their feature-length debut with this brooding horror flick. Frustrated by the apathy all around her, a discontented young woman named Rosie lashes out with increasing violence in order to provoke a reaction from the deadness in her world. Using surreal imagery, this visually compelling film also explores the themes of alienation, isolation and the destructive nature of relationships.",0.6000000000000001,,[],[],2002-01-25,0.0,70.0,[],Released,,Charm,0.0,0.0,0.0,NR,2002,1,25
tt1513854,0.0,/3r56SV6WjnKIx7uUUWeXZN23n4p.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",,1175791.0,en,"Peter Meadowdale: Big Crimes, Big City, Short Detective","It is one week since Meadowdale's run-in with The Chartreuse Men, and he is broke. Just when it seems all hope is lost, salvation enters his office in the form of one Miss Victoria Urstaring. Now, Meadowdale is back on his feet and after the missing case of bourbon and the mysterious ""Malted Eagle"" statue. The Detective is lead down a ""string"" of paths, and in the process, is framed for murder! It's a case only our hero can solve...or rather, stumble upon and in the end, Cupid's arrow is more involved than Meadowdale is prepared for.",0.6000000000000001,/2LNsEE2BwhhojMahoGvk7kF9ujc.jpg,"[{'id': 208173, 'logo_path': None, 'name': 'Livestock Productions', 'origin_country': ''}]",[],2002-05-31,0.0,47.0,[],Released,Enter a world where crime doesn't pay......until you cash in the check.,"Peter Meadowdale: Big Crimes, Big City, Short Detective",0.0,0.0,0.0,NR,2002,5,31
tt1133935,0.0,/rJmjov1cDGoWvyrzNPMxmME5gE9.jpg,"{'id': 39199, 'name': 'Detective Conan Collection', 'poster_path': '/bV6EHK0Q65hHKSoVDeACbc960jQ.jpg', 'backdrop_path': '/mwz7lYimh8da0zZHOI41xNd86yH.jpg'}",0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 16, 'name': 'Animation'}]",https://www.tms-e.co.jp/global/alltitles/conan/087307.html,39202.0,ja,名探偵コナン 迷宮の十字路,"Mouri Kogoro is called to a special case in the ancient capital of Kyoto. There, Conan meets Heiji and they team up once again to solve the case, recover the stolen Healing Buddha statue, and even discover the identity of Heiji's first love.",14.044,/lzPnHHhYWSMGwBLTDCIT6sgehF5.jpg,"[{'id': 7164, 'logo_path': '/vHsaqTkQ2ZTbdqrCA272YahoVlg.png', 'name': 'TMS Entertainment', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/iDw9Xxok1d9WAM2zFicI8p3khTH.png', 'name': 'TOHO', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2003-04-19,0.0,110.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Detective Conan: Crossroad in the Ancient Capital,0.0,7.034,132.0,PG-13,2003,4,19
tt28248281,0.0,/d1dljyoquOX31ZwhkKis82CLviQ.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,601549.0,en,Don of All Dons,"Luther Campbell takes the starring role as himself in this hilarious and star-studded peek into Uncle Luke's Freakfest Weekend that stars such popular celebrities as Doug E. Fresh, Lawrence Taylor, Don ""Magic"" Juan, and Wu-Tang Clan. Just as Don ""Magic"" Juan is kicking back to enjoy the freak show, he realizes that three computer-savvy players have hacked his credit card and embarked on a wild spending spree. Meanwhile, back at the Freakfest, three young women are trying to live it up like never before.",1.377,/fPY725MnXVdx3YaB1YiFY5ObwN3.jpg,"[{'id': 31440, 'logo_path': None, 'name': 'Urban Works', 'origin_country': ''}, {'id': 118227, 'logo_path': None, 'name': 'Luke Film Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-01-01,0.0,75.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Ultimate Players Ball,Don of All Dons,0.0,0.0,0.0,NR,2003,1,1
tt1133559,0.0,/sBMiFUK9lsHTNJaQHE7kgHOOiLT.jpg,"{'id': 39199, 'name': 'Detective Conan Collection', 'poster_path': '/bV6EHK0Q65hHKSoVDeACbc960jQ.jpg', 'backdrop_path': '/mwz7lYimh8da0zZHOI41xNd86yH.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",https://www.tms-e.co.jp/global/alltitles/conan/087308.html,39203.0,ja,名探偵コナン 銀翼の奇術師,"Once again, Kaitou Kid crosses swords with Conan Edogawa in this annual installment of the Detective Conan movie franchise. After receiving a letter from the thief, famous actress Juri Maki seeks the help of private detective Kogorou Mouri to protect the Star Sapphire—the ""Jewel of Destiny,"" said to represent faith, fate, and hope.",17.0,/bozQR8pgW43WFI4VpV9vCgyXlDq.jpg,"[{'id': 7164, 'logo_path': '/vHsaqTkQ2ZTbdqrCA272YahoVlg.png', 'name': 'TMS Entertainment', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/iDw9Xxok1d9WAM2zFicI8p3khTH.png', 'name': 'TOHO', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2004-04-17,0.0,110.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Detective Conan: Magician of the Silver Sky,0.0,7.0,126.0,PG-13,2004,4,17
tt13989376,0.0,,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",,286401.0,en,Going to Hell: The Movie,"The little man and his crew take the classic formula of skate, fun and filth to new levels of demented chaos. Add in a priest with a penchant for porn, escaped convicts, cracked skating, nude mud wrestling, prolific quantities of poo and a mentally deranged human torpedo and you'll understand why there's no doubt that Wee Man and his crew are going straight to hell. The extreme begins here.",1.383,/bkI0HXNk7vmg9QCx5XzGfNcbI1Z.jpg,"[{'id': 3086, 'logo_path': '/iksa7hXQMvPIzfSq0Tuo4WPU8gc.png', 'name': 'Image Entertainment', 'origin_country': 'US'}]",[],2004-06-15,0.0,51.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Going to Hell: The Movie,0.0,2.0,1.0,NR,2004,6,15
tt2663788,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}]",,498584.0,en,Decision To Ask Why,"The lives and personalities of several college students are explored as they struggle with issues of sex, identity, stereotyping, the pressures of media influence on body image, and other harsh realities of young adulthood.",0.6000000000000001,,[],[],2004-04-25,0.0,114.0,[],Released,Everyone's Life Is As Complicated As Yours,Decision To Ask Why,0.0,0.0,0.0,NR,2004,4,25
tt5914346,0.0,,,0.0,[],,940402.0,en,Forbidden Lust,,1.228,/kuIboG7JogAVtxW4MkKiMCcnbit.jpg,"[{'id': 83589, 'logo_path': None, 'name': 'Torchlight Pictures', 'origin_country': 'US'}]",[],2004-01-01,0.0,81.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You Cannot Resist,Forbidden Lust,0.0,8.0,1.0,NR,2004,1,1
tt7521848,0.0,/zuLttZUxFbpCzpSDgVS3icBN7zR.jpg,,50000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.tellyvizion.com/video/325,481717.0,en,Solomon's Requiem,An unemployed man and his dog contend with a demonic cult and a plague of zombies.,0.6000000000000001,/keNJTcL1Hs49HzYp50sLYA9Z7mN.jpg,"[{'id': 96162, 'logo_path': None, 'name': 'Damn Smooth Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-10-16,0.0,95.0,[],Released,,Solomon's Requiem,0.0,0.0,0.0,R,2017,10,16
tt7631398,0.0,,,0.0,"[{'id': 27, 'name': 'Horror'}]",,132035.0,en,Horrific,"This three-part anthology is nothing but shortened previous Full Moon releases directed by David 'Boxer Briefs' DeCoteau. Prison of the Dead (2000) has become ""Crypt of the Undead,"" The Killer Eye (1999) has become ""Terror of Vision"" and Totem (1999) has become ""Masters of Death.""",1.739,/vExuPecFsPOQHurPFDSEJ12iooM.jpg,"[{'id': 203916, 'logo_path': None, 'name': 'Forbidden Worlds', 'origin_country': ''}, {'id': 1369, 'logo_path': None, 'name': 'Full Moon Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-02-17,0.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The screams are dying to get out!,Horrific,0.0,2.5,2.0,NR,2000,2,17
tt1116815,0.0,,,0.0,[],,939173.0,en,Rachel's Angels,"Peach girl Rachel Elizabeth has combed the clouds to find the sexiest angels in the heavens and convince them to trade their harps for lingerie and sin. From the exotic classic beauty of Ava Fabian to the voluptuous curves of Michah Miller (Divini Rae)-these angels have it all: beauty, sex appeal and best of all...a little naughty side. Once these heavenly bodies get a taste of forbidden pleasures, they shed more than just heir wings Rachel's Angels...Heaven really is a place on earth.",0.8280000000000001,/qoQmt5smLbMfUvZjXdk491PfIOI.jpg,[],[],2005-01-01,0.0,58.0,[],Released,Heavenly Bodies...Sinful Minds,Rachel's Angels,1.0,0.0,0.0,NR,2005,1,1
tt1133936,0.0,/5exoFDUMJw2QsI0VKFMld40PIgb.jpg,"{'id': 39199, 'name': 'Detective Conan Collection', 'poster_path': '/bV6EHK0Q65hHKSoVDeACbc960jQ.jpg', 'backdrop_path': '/mwz7lYimh8da0zZHOI41xNd86yH.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",https://www.tms-e.co.jp/global/alltitles/conan/087309.html,39204.0,ja,名探偵コナン 水平線上の陰謀,"Fifteen years ago in a barren stretch of the Pacific, a cruise ship collided with an iceberg and was lost at sea. More than a decade later, Hideto Yashiro—a ship engineer—died in a fatal car accident. The unlikely connection between these events only comes to light on the luxury liner St. Aphrodite during her maiden voyage. Aboard it on a much needed vacation, Kogorou Mouri, his daughter Ran, Conan Edogawa, and the Detective Boys enjoy a trip provided by Sonoko Suzuki's family. But their fun is soon cut short when a game of hide-and-seek leads to Sonoko's disappearance.",12.489,/enhiUd7MOuLjKa4NkZmLaN7dDWH.jpg,"[{'id': 7164, 'logo_path': '/vHsaqTkQ2ZTbdqrCA272YahoVlg.png', 'name': 'TMS Entertainment', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/iDw9Xxok1d9WAM2zFicI8p3khTH.png', 'name': 'TOHO', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2005-04-09,0.0,110.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Detective Conan: Strategy Above the Depths,0.0,6.857,115.0,PG-13,2005,4,9
tt1235813,0.0,,,0.0,[],,248761.0,en,Unsalted: A Great Lakes Experience,"One part obsession, one part addiction, and an unending quest for adventure makes Great Lakes' surfers a truly rare breed. Add 40 knot winds, 10 foot waves and frigid temperatures to a storm ravaged freshwater sea and they'll tell you it's a recipe for fun. Join filmmaker and surfer Vince Deur on a road trip around 5 great lakes to meet the surfers who have made surfing these stormy waters a way of life for over 40 years.  Unsalted reflects an adventure of the spirit, it makes the case for unwavering optimism in the face of adversity, and it makes this landlocked group of surfers just a little better for it.",0.6000000000000001,,[],[],2005-06-02,0.0,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Unsalted: A Great Lakes Experience,0.0,0.0,0.0,NR,2005,6,2
tt1415872,0.0,/AfPPU3mBVkIIJ1mCMBoD4njdkSg.jpg,"{'id': 39244, 'name': 'Digimon Collection', 'poster_path': '/qdzK0pdBLfC0hAvMRCNSg1F2z17.jpg', 'backdrop_path': '/vfwyCkgzgoQ1l0trt7wIr77VL4Q.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}]",,107581.0,ja,デジタルモンスター ゼヴォリューション,"The Digital World is becoming so overpopulated that the super computer Yggdrasill who governs the Digital World can no longer handle it. Its solution is Project Ark: to wipe out most of inhabitants with the X Program. Yggdrasill chooses a very small percentage to be moved to a new Digital World and then proceeds to destroy the old one. Some Digimon who were not chosen survive anyway, and they move to the new world with a rare gift known as the X Antibody; this antibody changes their appearance and makes them more powerful, while at the same time making them immune to the X Program. No longer in control, Yggdrasill uses the Royal Knights to destroy these X-Digimon, who are outcasts in the new Digital World.",5.617,/23sgZ4RwTPZJ691PaO8IYfDwnwq.jpg,"[{'id': 5542, 'logo_path': '/ayE4LIqoAWotavo7xdvYngwqGML.png', 'name': 'Toei Animation', 'origin_country': 'JP'}, {'id': 155586, 'logo_path': '/rogLuRSNdqLI9r29ZCzD0i0kfJW.png', 'name': 'Bandai', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2005-03-01,0.0,80.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Digimon X-Evolution,0.0,6.6,5.0,G,2005,3,1
tt1443379,0.0,,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,173040.0,fr,Who Killed John O'Neill?,"Traumatized by the September 11th attacks, one man struggles to dismantle official history, at the expense of his sanity and even his life. Grappling with multiple realities - and multiple personalities - he must retreat into his mind in pursuit of the truth. In a fictional film about non-fictional events, there is a place where belief and faith will blind you, where nothing is sacred, and to get there all you have to do is ask: ""Who Killed John O'Neill?""",0.6000000000000001,,[],[],2005-11-21,0.0,102.0,[],Released,,Who Killed John O'Neill?,0.0,5.2,2.0,G,2005,11,21
tt1557182,0.0,,,10.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",http://www.thecinemasnob.com/cheap.html,268394.0,en,Cheap,"An explicit thriller detailing the feasibility of producing and distributing snuff films, which are still only considered to be an urban legend. Driven mad by his failure to sell a profitable film to the porn industry, a director decides to create authentic snuff films with the assistance of two teenage runaways and a perverted cameraman. When the films bring in a profit through an amateur internet production company, they begin to see the film industry for what it really is: a world of backstabbing and double crosses. The group of twisted filmmakers then extract their own form of graphic revenge on the very people who made them successful.",0.879,/43gdh1cLcOiifc3h7roQTASlvdq.jpg,"[{'id': 11002, 'logo_path': None, 'name': 'Stoned Gremlin', 'origin_country': ''}]",[],2005-06-01,0.0,117.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Kidnap. Rape. Torture. Murder. Cut. Print.,Cheap,0.0,8.0,8.0,NR,2005,6,1
tt1561457,0.0,/gEqmDTnJJhRqiG55IAhgZ2CGOQN.jpg,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,260928.0,en,Double Down,An edgy action thriller set in Las Vegas during a terrorist attack. A genius computer loner takes control of the city and the attack as he fights with his fits of overwhelming depression and obsessions with love and death.,3.987,/bEQR0beEICfxNDBcyiQQguR0YdF.jpg,"[{'id': 73124, 'logo_path': None, 'name': 'Neil Breen Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-11-05,0.0,93.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The controversial story of a lone genius who closes down the Las Vegas Strip...,Double Down,0.0,4.37,46.0,NR,2005,11,5
tt1941725,0.0,,,80.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,1176951.0,en,Who's Making Tha Rules,"Tariq Meyers and his cousin Sharif start a Hip Hop label that will be a resounding success in no time. But then the criminal Officer Ray appears, who is determined to get the drug trade and the rap business in his own hands.",0.6000000000000001,/2w0qwLw6vlfzl8shzIqh4L99UxB.jpg,"[{'id': 208408, 'logo_path': None, 'name': 'Bonita Entertainment Films', 'origin_country': ''}]",[],2005-03-02,0.0,90.0,[],Released,"In the hood, we are the law.",Who's Making Tha Rules,0.0,0.0,0.0,R,2005,3,2
tt2254127,1.0,,,0.0,[],,943362.0,en,Money Pleasure,"Brigitta Bulgari recently inherited a large amount of money, becoming one of the richest people in the city. This is the beginning of her fortune and also her troubles from a couple of so-called friends. High class scenes follow where Brigitta and the other girls give it their best to raise you to the height of sensuality.",0.0,/2VxfIUGdv5mt18sk9EpxgsbHXlV.jpg,"[{'id': 65156, 'logo_path': None, 'name': 'Pleasure Productions', 'origin_country': ''}]",[],2005-10-31,0.0,106.0,[],Released,,Money Pleasure,0.0,0.0,0.0,NC-17,2005,10,31
tt2333658,0.0,/zhvbRHvXgqsUUrDuR2FKzYAi00v.jpg,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",https://disneynow.com/shows/little-einsteins,224203.0,en,Little Einsteins: Our Big Huge Adventure,"This educational program for children invites the viewer to interact with the characters on screen through singing, clapping, and dancing. Animated hosts Leo, June, Quincy, Annie, and Rocket explore a Mexican butterfly garden, Niagara Falls, and an Oklahoman cave.",0.961,/e07WRDDuc1tJH0D2kY5w4uaai0O.jpg,"[{'id': 85521, 'logo_path': '/iYp33C477wXfjcDK0Zgvu4MPX2x.png', 'name': 'Curious Pictures', 'origin_country': 'US'}, {'id': 72308, 'logo_path': '/uWSAY8ShgVsIdKtWUyav8QfI2nG.png', 'name': 'The Baby Einstein Company', 'origin_country': 'US'}]",[],2005-08-24,0.0,63.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Little Einsteins: Our Big Huge Adventure,0.0,0.0,0.0,G,2005,8,24
tt1161979,1.0,,,0.0,[],,323638.0,en,The Crash Pad,"In San Francisco, there is an apartment known to only a few. I you have the key, a new world of sexuality is open to you... but there are some rules.",0.0,/zScM1YkmEwUwDn1139WVSJPIUsu.jpg,"[{'id': 117292, 'logo_path': '/kJjRYweROTBdGwSiZk2eNqBy92T.png', 'name': 'Pink and White Productions', 'origin_country': 'US'}, {'id': 154324, 'logo_path': None, 'name': 'Blowfish Video', 'origin_country': ''}]",[],2006-10-28,0.0,60.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Crash Pad,0.0,6.5,2.0,NC-17,2006,10,28
tt1181343,0.0,/x2CMjqQnwqSB2uzhMTfHccuEZeB.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",,292340.0,it,La Traviata,"This superb 2006 production of the Los Angeles Opera's La Traviata stars Renée Fleming, who joins the ranks of the elite handful of sopranos whose vocal and acting talents make their portrayals memorable. Her Violetta Valéry is a vulnerable figure torn between self-indulgence and love, sacrificing personal happiness to become a victim of the social mores of mid-19th-century bourgeois France. Fleming's acting captures the complexity of the character and her vocalism is flawless. She negotiates the wild coloratura of Act One with aplomb, and is stunning in the lyric passages that pervade the opera, and touching in her scenes with her lover, Alfredo, and his father. Her singing is free of the mannerisms that have sometimes crept into her work and at the same time she brings countless personal touches to the role, phrasing and verbal emphases that shed fresh light on the character.",0.872,/uiQT5Fs3XJxM9ASemMxB9EfkTYI.jpg,"[{'id': 18872, 'logo_path': '/9PNdO6L1bh8ZVjIwOKjveRia3Ku.png', 'name': 'Decca', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-01-01,0.0,144.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,La Traviata,0.0,8.0,1.0,PG-13,2006,1,1
tt1236242,0.0,/vR9z6ZsTCAEKaPegvGdIyi9Co48.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,40172.0,ja,聴かれた女,"When Ryo, a young magazine reporter, moves into a new apartment he is greeted by the passionate sounds of his astonishingly beautiful neighbor Satsuki. Realizing the wall dividing their apartments is paper thin, the captivated journalist begins to eavesdrop on every detail of the girl next door's life: her conversations, her bubble baths... her breathless cries.",9.428,/lVd1tg2GFSkRNBhzI3b84pcvFuX.jpg,"[{'id': 12458, 'logo_path': None, 'name': 'Transformer, Inc.', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2006-10-30,0.0,84.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Some fantasies should never be fulfilled.,"Man, Woman & the Wall",0.0,6.667,30.0,NC-17,2006,10,30
tt12432772,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,573308.0,en,Kings of Comedy USA,"This DVD features the instantly recognisable names and faces of the US Kings Of Comedy: Adam Sandler, Chris Rock, Jerry Seinfeld, Tim Allen, Kelsey Grammer, Denis Leary, Jim Carey, Drew Carey, Billy Crystal, Rob Schneider and Jeff Foxworthy. Hilarious stand up footage taken from top comedy clubs across America as well USA network comedy series.",1.691,/fxwXTMKsxxWlDAO3fzPcxj6f7p5.jpg,"[{'id': 75018, 'logo_path': None, 'name': 'IMC Vision', 'origin_country': ''}]",[],2006-10-23,0.0,62.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Best of American Stand Up,Kings of Comedy USA,1.0,7.0,3.0,NR,2006,10,23
tt1368989,0.0,,,4000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,114131.0,en,Prometheus Triumphant: A Fugue in the Key of Flesh,"Europe, the late 19th Century: Janick is a brilliant but ultimately doomed young doctor in a remote town under the black cloud of a great Plague. His radical theories about life and death make him an outcast, driving him from his position at the medical college and from his beloved Esmeralda, into exile. Soon after Janick disappears Esmeralda becomes sick, and without his help, shortly dies. Enter a mysterious masked figure who exhumes her newly deceased body, takes her back to his remote lair and begins performing experiments upon it. Waking to find herself given a new life, Esmeralda slowly begins to re-learn the simple acts of life: eating, walking, dancing... all under the watchful tutelage of her mysterious savior. As awareness slowly creeps back into her psyche, she begins to wonder what his true motivations are.",0.6000000000000001,,[],[],2009-01-01,0.0,79.0,[],Released,What would you do to bring back the one you love?,Prometheus Triumphant: A Fugue in the Key of Flesh,0.0,4.8,4.0,NR,2009,1,1
tt1475132,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}]",,86333.0,en,Change of Life,"A gay-bashing evangelical minister gets a once-in-a-lifetime opportunity to change his hateful ways following a life-altering tragedy. Gary Catell is the intolerant host of a nationally syndicated radio program. He uses the airwaves to spread the message that all homosexuals are destined to burn in hell. But when Gary's lesbian daughter calls in and commits suicide on the air, he prays that God will give him a second chance to save her. And God grants Gary's wish, but with an unexpected twist. The following day, Gary awakens to discover that not only has he been transformed into a gay man, but time has also been turned back two weeks. His daughter is still alive, but saving her won't be easy. Only by redeeming himself and learning to love all of God's creatures will the man who once condemned homosexuals be able to save his own daughter from committing the ultimate sin, and suffering for all of eternity. ~ Jason Buchanan, Rovi",0.6000000000000001,,[],[],2006-01-01,0.0,93.0,[],Released,"Everyone thinks of changing the world, but no one thinks of changing themselves.",Change of Life,0.0,1.0,2.0,R,2006,1,1
tt1757776,0.0,,,1000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,512105.0,en,Jesus H. Zombie,"The horrific fight to the death thriller keeps your knees on edge, with its grassy sense of humor and its lack of chicken feet. This movie portrays a man on a mission to defeat the beast in the ultimate sacrifice of his favorite chicken dinner.",2.326,/yeXo8M440iw4GjYG6mkAMe1f1jB.jpg,"[{'id': 102167, 'logo_path': None, 'name': 'Shy By Day Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-08-08,0.0,47.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Who Will Jesus Eat?,Jesus H. Zombie,0.0,4.0,1.0,NR,2006,8,8
tt6274596,0.0,,,0.0,"[{'id': 27, 'name': 'Horror'}]",,397392.0,en,Return of the Curse,"An evil curse passed down through the generations causes unsuspecting sufferers to lose their sanity and set the wheels of their own demise into motion in this dark tale from Sleep Disorder writer/director Chris Penney. Upon noticing that their friends and loved ones are all taking their own lives, two desperate survivors race to break the curse before their bloodline is lost forever.",0.6000000000000001,,[],[],2006-12-31,0.0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's come back...,Return of the Curse,0.0,0.0,0.0,NR,2006,12,31
tt7436196,0.0,,"{'id': 1094525, 'name': 'Robin Hood (Animated) Collection', 'poster_path': None, 'backdrop_path': None}",0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",,299957.0,it,Robin Hood III: Enemies Forever,"Join Robin Hood on another adventure in this high quality animated feature for your kids and family. This time, Robin escapes the Sherwood forest fire and must confront the evil Baron and Count John.",0.624,/w3BuixoMboWfrergyhVRyFzAdkI.jpg,"[{'id': 10204, 'logo_path': '/uerlT3aS7Oxf8tn05qc9dqx84kC.png', 'name': 'Mondo TV', 'origin_country': 'IT'}]",[],2014-03-24,0.0,80.0,[],Released,An Animated Classic,Robin Hood III: Enemies Forever,0.0,10.0,1.0,G,2014,3,24
tt7631368,0.0,/sF0gUHE0YzZNXYugTB2LFxJIppf.jpg,,10000000.0,"[{'id': 27, 'name': 'Horror'}]",,97186.0,en,"I, Vampire",A sensual trilogy of vampire stories from Wizard Entertainment.,1.07,/cl47LE7zYELjTzH7gfyvzBrCG5W.jpg,[],[],2000-10-17,0.0,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"I, Vampire",0.0,6.4,4.0,NR,2000,10,17
